Account,classification,total_trades,total_pnl,avg_pnl,win_rate,avg_trade_size_usd,total_volume_usd,avg_fee
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,extreme greed,79,-10669.833858,-135.06118807594936,0.24050632911392406,4954.550759493671,391409.51,1.3312599326582277
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,fear,107,3897.615726,36.42631519626168,0.5046728971962616,218.34205607476633,23362.6,0.028351052803738317
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,greed,63,34709.852428,550.9500385396825,0.7777777777777778,1148.4314285714286,72351.18,0.7296423544444445
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,neutral,11,-219.729659,-19.975423545454547,0.0,10138.676363636363,111525.44,0.27360796909090906
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,extreme greed,146,20925.513222,143.32543302739728,0.7191780821917808,3872.035205479452,565317.14,1.3552115547945205
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,fear,21,0.0,0.0,0.0,7268.525238095238,152639.03,2.442223476190476
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,greed,44,0.0,0.0,0.0,1779.0295454545455,78277.3,0.07957721840909092
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,extreme greed,2,55.01524,27.50762,1.0,3965.245,7930.49,1.387835
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,fear,12,2020.0,168.33333333333334,0.08333333333333333,29007.956666666665,348095.48,2.9007953333333334
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,extreme fear,134,51285.54742,382.7279658208955,0.26865671641791045,3195.7847014925374,428235.15,1.3404229555970149
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,extreme greed,1046,921459.352427,880.9362833910134,0.5391969407265774,3405.10362332696,3561738.39,1.1608270468451243
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,fear,1389,97488.10994899999,70.18582429733621,0.320374370050396,2821.028164146868,3918408.12,0.8824980959035278
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,greed,2190,396682.891458,181.13374039178083,0.2908675799086758,6573.539890410959,14396052.36,1.276170152369863
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,neutral,518,16225.845905,31.324026843629344,0.3108108108108108,8571.148957528958,4439855.16,2.2583032083011583
0xb899e522b5715391ae1d4f137653e7906c5e2115,extreme fear,11,23.807004,2.164273090909091,0.2727272727272727,3484.874545454545,38333.619999999995,1.045462
0xb899e522b5715391ae1d4f137653e7906c5e2115,fear,329,40247.005281,122.33132304255318,0.47416413373860183,22197.82866261398,7303085.63,6.977011860182371
0xbaaaf6571ab7d571043ff1e313a9609a10637864,extreme fear,833,3869.208803,4.644908527010804,0.5714285714285714,3820.5450540216084,3182514.03,0.628469
0xbaaaf6571ab7d571043ff1e313a9609a10637864,fear,985,9367.872074,9.510530024365483,0.21928934010152284,5714.95442639594,5629230.11,0.5562910923857868
0xbaaaf6571ab7d571043ff1e313a9609a10637864,greed,1126,244164.195721,216.84209211456482,1.0,3453.1653907637656,3888264.23,1.0654251305506217
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,extreme fear,61,0.0,0.0,0.0,1834.7278688524589,111918.4,0.18347277049180327
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,extreme greed,17,0.0,0.0,0.0,637.4164705882353,10836.08,0.06391505882352942
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,fear,513,165499.095482,322.61032257699804,0.5165692007797271,6920.071773879142,3549996.82,1.7736803157894738
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,greed,151,-120399.127323,-797.3452140596027,0.019867549668874173,14559.424966887416,2198473.17,4.789288238410595
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,neutral,52,0.0,0.0,0.0,2798.660769230769,145530.36,0.3493746346153846
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,extreme fear,103,-3368.876326,-32.70753714563107,0.0,1989.066990291262,204873.9,0.31586239747572814
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,extreme greed,1571,155490.182605,98.97529128262254,0.8701464035646085,2127.8415531508595,3342839.08,0.20554800126034373
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,fear,2471,19898.250955,8.0527118393363,0.3439902873330635,1716.6859692432215,4241931.03,0.3388746428814245
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,greed,684,15644.9129,22.872679678362573,0.5233918128654971,1663.0358918128657,1137516.55,0.3314311830263158
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,neutral,929,27439.563808,29.536667177610333,0.5866523143164694,1820.603702906351,1691340.84,0.13550683227125943
